@relation 'ObesityDataSet_raw_and_data_sinthetic-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R7-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R13-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R14-precision6-weka.filters.unsupervised.attribute.RenameNominalValues-R7-N\'(-inf-1.666667]\':Nunca-weka.filters.unsupervised.attribute.RenameNominalValues-R7-N\'(1.666667-2.333333]\':As vezes, \'(2.333333-inf)\':Sempre-weka.filters.unsupervised.attribute.RenameNominalValues-R8-N\'(-inf-2]\':Entre uma e duas, \'(2-3]\':Tres, \'(3-inf)\':Mais de tres-weka.filters.unsupervised.attribute.RenameNominalValues-R13-N\'(-inf-0.75]\':Nao pratica, \'(0.75-1.5]\':Um a dois dias na semana, \'(1.5-2.25]\':Dois a  quatro dias na semana, \'(2.25-inf)\':Quatro a cinco dias na semana-weka.filters.unsupervised.attribute.RenameNominalValues-R14-N\'(-inf-0.6666667]\':Zero a duas horas por dia, \'(0.666667-1.333333]\':Tres a cinco horas por dia, \'(1.333333-inf)\':Mais de cinco horas por dia-weka.filters.unsupervised.attribute.RenameNominalValues-R14-N\'(-inf-0.666667]\':Zero a duas horas por dia-weka.filters.unsupervised.attribute.RenameNominalValues-R15-Nno:Nao consome, Sometimes:As vezes, Frequently:Com frequencia, Always:Sempre-weka.filters.unsupervised.attribute.RenameNominalValues-R16-NPublic_Transportation:Transporte publico, Walking:A pe, Automobile:Automovel, Motorbike:Moto, Bike:Bicicleta-weka.filters.unsupervised.attribute.RenameNominalValues-R1-NFemale:Feminino, Male:Masculino-weka.filters.unsupervised.attribute.RenameNominalValues-R5-Nno:Nao, yes:Sim-weka.filters.unsupervised.attribute.RenameNominalValues-R6-Nno:Nao, yes:Sim-weka.filters.unsupervised.attribute.RenameNominalValues-R10-Nno:Nao, yes:Sim-weka.filters.unsupervised.attribute.RenameNominalValues-R12-Nno:Nao, yes:Sim-weka.filters.unsupervised.attribute.RenameNominalValues-R17-NNormal_Weight:Peso Normal, Overweight_Level_I: Sobrepeso level 1, Overweight_Level_II: Sobrepeso level 2, Obesity_Type_I: Obesidade tipo 1, Obesity_Type_II: Obesidade tipo 2, Obesity_Type_II: Obesidade Tipo 3, Insufficient_Weight: Abaixo do peso-weka.filters.unsupervised.attribute.RenameNominalValues-R17-NObesidade Tipo 3: Obesidade tipo 2, Obesity_Type_III: Obesidade tipo 3-weka.filters.unsupervised.attribute.RenameNominalValues-R9-NSometimes: As vezes, Frequently:Com frequencia, Always:Sempre, no:Nunca-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R11-precision6-weka.filters.unsupervised.attribute.RenameNominalValues-R11-N\'(-inf-1.666667]\':Menos de um litro, \'(1.666667-2.333333]\':Entre um e dois litros, \'(2.333333-inf)\':Mais de dois litros-weka.filters.unsupervised.attribute.MathExpression-EA4/(A3*A3)-R1-2,5-17-weka.filters.unsupervised.attribute.Remove-R4'

@attribute Genero_de_Nascimento {Feminino,Masculino}
@attribute Idade numeric
@attribute IMC numeric
@attribute Tem_historico_de_sobrepeso_familiar {Sim,Nao}
@attribute Come_comidas_caloricas_com_frequencia {Nao,Sim}
@attribute Come_vegetais_nas_refeicoes {Nunca,'As vezes',Sempre}
@attribute Quantidade_de_refeicoes_diarias {'Entre uma e duas',Tres,'Mais de tres'}
@attribute Come_entre_as_refeicoes {'As vezes','Com frequencia',Sempre,Nunca}
@attribute Fuma {Nao,Sim}
@attribute Consumo_de_agua_diario {'Menos de um litro','Entre um e dois litros','Mais de dois litros'}
@attribute Monitora_as_calorias_ingeridas {Nao,Sim}
@attribute Frequencia_de_atividade_fisica {'Nao pratica','Um a dois dias na semana','Dois a  quatro dias na semana','Quatro a cinco dias na semana'}
@attribute Tempo_gasto_com_dispositivos_tecnologicos {'Zero a duas horas por dia','Tres a cinco horas por dia','Mais de cinco horas por dia'}
@attribute Frequencia_de_consumo_de_alcool {'Nao consome','As vezes','Com frequencia',Sempre}
@attribute Meio_de_transporte {'Transporte publico','A pe',Automovel,Moto,Bicicleta}
@attribute Classificacao {'Peso Normal','Sobrepeso level 1','Sobrepeso level 2','Obesidade tipo 1','Abaixo do peso','Obesidade tipo 2','Obesidade tipo 3'}

@data
Feminino,18,31.381828,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Obesidade tipo 1'
Feminino,18,30.748971,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Obesidade tipo 1'
Masculino,23.246702,34.150655,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome',Automovel,'Obesidade tipo 1'
Masculino,24.481032,32.880501,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome',Automovel,'Obesidade tipo 1'
Masculino,29,33.176201,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 1'
Masculino,27.968765,32.123921,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 1'
Feminino,18.024744,31.782776,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Obesidade tipo 1'
Feminino,18.10682,32.106946,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome','Transporte publico','Obesidade tipo 1'
Masculino,21.379676,33.408363,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Mais de cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 1'
Masculino,21.353237,32.50986,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 1'
Masculino,20.338815,34.155257,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 1'
Masculino,20.720639,34.34374,Sim,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 1'
Feminino,19.045357,31.594879,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 1'
Feminino,18.945961,31.828525,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 1'
Masculino,18.88061,32.075894,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Obesidade tipo 1'
Masculino,19.850524,32.697024,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Obesidade tipo 1'
Masculino,30.200946,36.419016,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome',Automovel,'Obesidade tipo 2'
Masculino,25.314589,36.019763,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Obesidade tipo 2'
Masculino,37.186795,37.138671,Sim,Sim,Sempre,'Mais de tres','As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,32.707653,35.77018,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,27.562425,35.365288,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,30.421596,36.90148,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,26.945139,37.57555,Sim,Nao,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,34.139453,38.151088,Sim,Nao,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,26.225442,36.924543,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,28.363149,35.045247,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,27.991467,36.264148,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,25.498751,34.105146,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,30.605225,39.183673,Sim,Sim,Sempre,Tres,'As vezes',Sim,'Entre um e dois litros',Nao,'Um a dois dias na semana','Mais de cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,31.457413,36.692018,Sim,Sim,Sempre,Tres,'As vezes',Sim,'Menos de um litro',Nao,'Um a dois dias na semana','Mais de cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,24.82929,36.40638,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,24.739421,37.993897,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,41,38.071625,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,27.83173,35.00152,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,23.260061,35.513723,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,22.705772,35.964546,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,24.041043,37.832272,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,20.013906,39.225646,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Mais de cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,30.02019,36.228724,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,25.15462,36.251728,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,30.870724,36.40577,Sim,Sim,Sempre,'Mais de tres','As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,28.712995,35.564381,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,30.710511,35.439056,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,29.827481,34.438549,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,31.86893,38.564211,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,36.542885,38.999068,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,21.556361,36.924543,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,23.963649,36.114565,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,24.145295,36.264148,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,25.2984,36.237777,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,31.755387,38.452014,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,30.62865,37.91024,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,23.454558,38.145607,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,23.432227,38.664654,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,40.50021,35.442712,Sim,Sim,'As vezes','Mais de tres','As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Obesidade tipo 2'
Masculino,34.576714,34.508571,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Obesidade tipo 2'
Masculino,22.276969,35.585995,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,21.963787,35.759302,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,24.001685,38.753148,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Mais de cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,20.027764,39.733023,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Mais de cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,28.704462,36.650704,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,26.774115,36.417803,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,25.539411,36.144134,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,25.300208,36.689679,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,31.194458,37.152099,Sim,Sim,'As vezes','Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome',Automovel,'Obesidade tipo 2'
Masculino,40.794057,36.469571,Sim,Sim,'As vezes','Mais de tres','As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Obesidade tipo 2'
Masculino,33.55336,35.940126,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,30.304203,35.518117,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,30.958051,35.439458,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,29.429687,35.580571,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,30.520854,37.904678,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,30.610436,37.880693,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,26.740655,34.600036,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,26.680376,36.013239,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,37.056193,38.591446,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,28.825279,36.534764,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,25.883749,36.551134,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,25.486521,37.193054,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Mais de cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,29.883021,35.525423,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,26.957645,35.622144,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,26.490926,34.480139,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,27.558801,36.694024,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,22.908879,34.427072,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,24.201622,38.24976,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,31.689773,38.516995,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,30.242597,38.22735,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,31.346845,38.029746,Sim,Sim,Sempre,Tres,'As vezes',Sim,'Menos de um litro',Nao,'Um a dois dias na semana','Mais de cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,30.577343,35.805555,Sim,Sim,'As vezes',Tres,'As vezes',Sim,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,25.124595,36.073355,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,25.509034,36.329227,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,25.478662,34.048509,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,25.100513,35.339083,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,38.523646,38.013639,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,38.71216,37.426999,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,25.717522,37.030355,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,32.259623,35.392113,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,23.47007,35.668947,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,24.408805,37.495422,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,24.443011,34.714163,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,22.906342,38.927568,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,24.007488,38.574236,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,30.686701,36.977918,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,20.184451,36.131647,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,25.447208,37.990357,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,30.002029,36.184939,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,30.188303,36.256178,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,24.244029,37.989488,Sim,Sim,Sempre,'Mais de tres','As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,24.521879,37.032939,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,29.721964,35.304433,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,29.906575,35.304205,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,37.084742,38.554713,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,39.08886,38.866646,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,22.658572,35.68966,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
